"id","ClassCode","ClassIndex","Class","FullClass","Detail","TypeID","EngineSize","ClassYear","Gear","Drive","SeatPad","SideGlass","AirBag","CentalLock","FrontBrake","RearBrake","ABS","Protect","OilSize","OilType","BattID","TireID","RainID","DWidth","DLong","DHeight","Price","Pic1","Pic2","Pic3","Pic4","Comment","RateTrip","sDay","sWeek","sMonth","l12","l24","l36","l48","l60","sDay1","sWeek1","sMonth1","L121","L241","L361","L481","L601","sDay2","sWeek2","sMonth2","L122","L242","L362","L482","L602","CarSalePriceStandard","LastSalePrice","LastSaleDate","LastSaleRef","Active","safety","commentCar","carPrice","discountCarPrice","remainCarPrice","priceYear1","priceYear2","priceYear3","RankingRate"
41,"000-41-I",41,M/T,TOYOTA AVANZA M/T,M/T,27,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","300000.0000",2012-01-14 00:00:00.000,สอ 6327,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
42,"000-42-I",42,"2.2 GXI",TOYOTA CAMRY 2.2 GXI,"2.2 GXI",28,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
43,"000-43-I",43,"2.4 G",TOYOTA CAMRY 2.4 G,"2.4 G",28,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
44,"000-44-I",44,"2.4 Q",TOYOTA CAMRY 2.4 Q,"2.4 Q",28,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","610000.0000",2010-06-23 00:00:00.000,ษห 130,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
45,"000-45-I",45,COMMUTER,TOYOTA FIRST CLASS COMMUTER COMMUTER,COMMUTER,71,"0.0000",2000,0,5003808,19,8242,40,32,65,33554688,236,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","498000.0000",2010-05-26 00:00:00.000,ออ 3094,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
46,"000-46-I",46,FIRST CLASS HI-ROOF,TOYOTA FIRST CLASS COMMUTER FIRST CLASS HI-ROOF,"",71,"0.0000",2000,0,5003808,19,0,40,0,0,33554688,236,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","592000.0000",2016-02-23 00:00:00.000,ฮง 9375,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
47,"000-47-I",47,HI-ROOF,TOYOTA COMMUTER HI-ROOF,HI-ROOF,29,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","570000.0000",2015-01-22 00:00:00.000,ฮฉ 8476,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
48,"000-48-I",48,ESTIMA,TOYOTA ESTIMA ESTIMA,ESTIMA,30,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","806000.0000",2009-07-23 00:00:00.000,วณ 7712,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
49,"000-49-I",49,G 4WD,TOYOTA FORTUNER G 4WD,G 4WD,31,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","744000.0000",2011-01-26 00:00:00.000,ชล 9813,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
50,"000-50-I",50,V A 4WD,TOYOTA FORTUNER V A 4WD,V A 4WD,31,"3000.0000",2000,28,29,2097920,34,41,104,36,116,0,232,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","410000.0000",2015-11-20 00:00:00.000,ชจ 3039,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
51,"000-51-I",51,V A 4WD EXCLUSIVE,TOYOTA FORTUNER V A 4WD EXCLUSIVE,V A 4WD EXCLUSIVE,31,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","476000.0000",2010-03-23 00:00:00.000,ชท 3714,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
52,"000-52-I",52,GRAND WAGON,TOYOTA GRAND WAGON GRAND WAGON,GRAND WAGON,32,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
53,"000-53-I",53,"2.4 2WD",TOYOTA HARRIER 2.4 2WD,"2.4 2WD",33,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1750000.0000",2010-12-08 00:00:00.000,ฎฮ 7816,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
54,"000-54-I",54,AIR S,TOYOTA HARRIER AIR S,AIR S,33,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1588000.0000",2009-10-12 00:00:00.000,ษว 7718,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
55,"000-55-I",55,HARRIER,TOYOTA HARRIER HARRIER,HARRIER,33,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
56,"000-56-I",56,ECONOMY ตู้ทึบ,TOYOTA HIACE ECONOMY ตู้ทึบ,"",34,"2494.0000",2008,27,30,47,35,73,45,36,37,74,75,"70.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","",ระบบปรับอากาศ พร้อมสวิตช์เปิด-ปิด (A/C On : Off ) ธรรมดา 1 ตอน,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","250000.0000",2020-03-09 00:00:00.000,ถศ 1490,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
57,"000-57-I",57,GL,TOYOTA HIACE GL,GL,34,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","254000.0000",2010-06-02 00:00:00.000,ณง 8182,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
58,"000-58-I",58,GL LOW-ROOF,TOYOTA HIACE GL LOW-ROOF,GL LOW-ROOF,34,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","418000.0000",2016-07-21 00:00:00.000,ฮจ 8309,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
59,"000-59-I",59,HIACE,TOYOTA HIACE HIACE,HIACE,34,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
60,"000-60-I",60,DOUBLE CAB G M 4WD,TOYOTA HILUX VIGO DOUBLE CAB G M 4WD,DOUBLE CAB G M 4WD,35,"3000.0000",2000,18765,12,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","595000.0000",2011-02-17 00:00:00.000,ชร 5920,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
61,"000-61-I",61,DOUBLE-CAB E,TOYOTA HILUX VIGO DOUBLE-CAB E,DOUBLE-CAB E,35,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","300000.0000",2014-04-29 00:00:00.000,ฮจ 5534,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
62,"000-62-I",62,DOUBLE-CAB E PRERUNNER,TOYOTA HILUX VIGO DOUBLE-CAB E PRERUNNER,DOUBLE-CAB E PRERUNNER,35,"3000.0000",2000,18765,12,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","506000.0000",2010-12-25 00:00:00.000,ชว 3180,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
63,"000-63-I",63,DOUBLE-CAB E PRERUNNER MINOR CHANGE,TOYOTA HILUX VIGO DOUBLE-CAB E PRERUNNER MINOR CHANGE,DOUBLE-CAB E PRERUNNER MINOR CHANGE,35,"3000.0000",2000,18765,44,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","558000.0000",2012-11-22 00:00:00.000,ฌจ 1832,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
64,"000-64-I",64,DOUBLE-CAB G,TOYOTA HILUX VIGO DOUBLE-CAB G,DOUBLE-CAB G,35,"3000.0000",2000,18765,115,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","204000.0000",2018-08-24 00:00:00.000,ฌต 2053,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
65,"000-65-I",65,DOUBLE-CAB G 4WD,TOYOTA HILUX VIGO DOUBLE-CAB G 4WD,DOUBLE-CAB G 4WD,35,"3000.0000",2000,18765,17476,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","708000.0000",2011-11-23 00:00:00.000,ชฟ 475,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
66,"000-66-I",66,DOUBLE-CAB G A,TOYOTA HILUX VIGO DOUBLE-CAB G A,DOUBLE-CAB G A,35,"3000.0000",2000,18765,12,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20300.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","330000.0000",2016-07-12 00:00:00.000,ชฮ 2543,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
67,"000-67-I",67,DOUBLE-CAB G A 4WD,TOYOTA HILUX VIGO DOUBLE-CAB G A 4WD,DOUBLE-CAB G A 4WD,35,"3000.0000",2000,18765,20295,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","494000.0000",2015-02-13 00:00:00.000,ฌฌ 7166,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
68,"000-68-I",68,DOUBLE-CAB J,TOYOTA HILUX VIGO DOUBLE-CAB J,DOUBLE-CAB J,35,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","335000.0000",2012-10-06 00:00:00.000,สฬ 2846,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
69,"000-69-I",69,EXTRA-CAB E,TOYOTA HILUX VIGO EXTRA-CAB E,EXTRA-CAB E,35,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","362000.0000",2013-07-25 00:00:00.000,ตฬ 3246,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
70,"000-70-I",70,EXTRA-CAB E 4WD,TOYOTA HILUX VIGO EXTRA-CAB E 4WD,EXTRA-CAB E 4WD,35,"0.0000",2000,1000,1100,1200,1300,1400,1500,1600,1600,1700,1800,"0.0000",,0,0,0,0,0,0,"0.0000",,,,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","502000.0000",2010-04-21 00:00:00.000,ตจ 5223,1,,,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
71,"000-71-I",71,EXTRA-CAB E MP3,TOYOTA HILUX VIGO EXTRA-CAB E MP3,EXTRA-CAB E MP3,35,"2500.0000",2000,18765,12,19540,0,19540,80,10998213,12966337,70,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","360000.0000",2013-08-01 00:00:00.000,ตฮ 9201,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
72,"000-72-I",72,EXTRA-CAB E PRERUNNER,TOYOTA HILUX VIGO EXTRA-CAB E PRERUNNER,EXTRA-CAB E PRERUNNER,35,"2500.0000",2000,0,94861000,32,12,105,69,32,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","402000.0000",2010-01-26 00:00:00.000,ตพ 2713,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
73,"000-73-I",73,EXTRA-CAB G,TOYOTA HILUX VIGO EXTRA-CAB G,EXTRA-CAB G,35,"2500.0000",2000,115,94861000,32,12,52,14203600,72,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","292000.0000",2014-07-13 00:00:00.000,ถง 4570,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
74,"000-74-I",74,EXTRA-CAB G 2.5 IC,TOYOTA HILUX VIGO EXTRA-CAB G 2.5 IC,EXTRA-CAB G 2.5 IC,35,"2500.0000",2000,24,94861000,32,12,52,14203600,4992852,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15300.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","278000.0000",2017-08-29 00:00:00.000,ถณ 716,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
75,"000-75-I",75,EXTRA-CAB G 4WD,TOYOTA HILUX VIGO EXTRA-CAB G 4WD,EXTRA-CAB G 4WD,35,"3000.0000",2000,89,94861000,32,12,12,16718,72,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","380000.0000",2015-08-20 00:00:00.000,ถข 5019,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
76,"000-76-I",76,EXTRA-CAB J,TOYOTA HILUX VIGO EXTRA-CAB J,EXTRA-CAB J,35,"2500.0000",2000,20295,94861000,32,12,52,0,76,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","210000.0000",2016-07-14 00:00:00.000,ตฎ 6545,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
77,"000-77-I",77,EXTRA-CAB J MINOR,TOYOTA HILUX VIGO EXTRA-CAB J MINOR,EXTRA-CAB J MINOR,35,"2500.0000",2000,0,94861000,32,12,52,82,12,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","264000.0000",2016-04-07 00:00:00.000,ถณ 2770,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
78,"000-78-I",78,STANDARD J,TOYOTA HILUX VIGO STANDARD J,STANDARD J,35,"2500.0000",2000,0,94861000,32,12,52,14203600,32,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","172000.0000",2014-10-07 00:00:00.000,ตห 6299,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
79,"000-79-I",79,STANDARD J MP3,TOYOTA HILUX VIGO STANDARD J MP3,STANDARD J MP3,35,"2500.0000",2000,114,94861000,32,12,12,14203600,72,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12200.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","240000.0000",2015-01-09 00:00:00.000,ถฐ 738,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
80,"000-80-I",80,"2.5 G",TOYOTA INNOVA 2.5 G,"",36,"2500.0000",2000,8242,210,32,28,14203600,44,49857,0,13361,0,"0.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","594000.0000",2012-06-30 00:00:00.000,ชผ 2956,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
81,"000-81-I",81,CYGNUS,TOYOTA LAND CRUISER CYGNUS,CYGNUS,37,"4700.0000",2000,5132103,94861000,32,12,52,0,72,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1600000.0000",2008-10-09 00:00:00.000,ฌถ 5070,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
82,"000-82-I",82,PRADO,TOYOTA LAND CRUISER PRADO,PRADO,37,"4000.0000",2000,25963,94861000,32,12,105,0,72,12,20,12047034,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1700000.0000",2010-05-19 00:00:00.000,ษณ 1365,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
