"id","ClassCode","ClassIndex","Class","FullClass","Detail","TypeID","EngineSize","ClassYear","Gear","Drive","SeatPad","SideGlass","AirBag","CentalLock","FrontBrake","RearBrake","ABS","Protect","OilSize","OilType","BattID","TireID","RainID","DWidth","DLong","DHeight","Price","Pic1","Pic2","Pic3","Pic4","Comment","RateTrip","sDay","sWeek","sMonth","l12","l24","l36","l48","l60","sDay1","sWeek1","sMonth1","L121","L241","L361","L481","L601","sDay2","sWeek2","sMonth2","L122","L242","L362","L482","L602","CarSalePriceStandard","LastSalePrice","LastSaleDate","LastSaleRef","Active","safety","commentCar","carPrice","discountCarPrice","remainCarPrice","priceYear1","priceYear2","priceYear3","RankingRate"
752,MUMAXUS00003,3,Gombi,MAXUS V80 Gombi,รถตู้ทึบ (ช่วงสั้น),138,"2499.0000",2014,27,31,120,34,41,79,36,38,46,39,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1190000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
753,MUMAXUS00004,4,Grand Gombi,MAXUS V80 Grand Gombi,รถตู้ทึบ (ช่วงยาว),138,"2499.0000",2014,27,31,120,34,41,79,36,38,46,39,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1240000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
754,HYGSV00002,2,Starex VIP 2014,HYUNDAI Grand Starex VIP 2014,"",113,"2497.0000",2014,28,30,60,34,41,79,36,38,46,90,"75.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","19780000.0000","808000.0000",2020-06-23 00:00:00.000,"5กฌ 115",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
755,TYH100001,1,STANDARD CAB 2.7 J,TOYOTA HILUX REVO STANDARD CAB 2.7 J,"",139,"2694.0000",2015,27,30,124,35,125,45,36,37,46,75,"80.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","569000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
756,TYH100002,2,STANDARD CAB 2.4 J,TOYOTA HILUX REVO STANDARD CAB 2.4 J,"",139,"2393.0000",2015,27,30,124,35,125,45,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11000.0000","10400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","569000.0000","232000.0000",2022-09-26 00:00:00.000,"1ฒภ 9295",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
757,TYH100003,3,STANDARD CAB 2.4 J Plus (ช่วงล้อสั้น),TOYOTA HILUX REVO STANDARD CAB 2.4 J Plus (ช่วงล้อสั้น),"",139,"2393.0000",2015,27,30,122,34,125,79,36,37,46,0,"65.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","585000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
758,TYH100004,4,STANDARD CAB 2.8 J Plus,TOYOTA HILUX REVO STANDARD CAB 2.8 J Plus,"",139,"2755.0000",2015,27,30,122,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","605000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
759,TYH100005,5,STANDARD CAB 2.8 J 4x4,TOYOTA HILUX REVO STANDARD CAB 2.8 J 4x4,"",139,"2755.0000",2015,27,29,124,35,125,45,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","675000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
760,TYH100006,6,SMART CAB 2.4 J,TOYOTA HILUX REVO SMART CAB 2.4 J,"",139,"2393.0000",2015,27,30,122,35,125,45,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","619000.0000","250000.0000",2023-03-02 00:00:00.000,"1ฒย 6304",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
761,TYH100007,7,SMART CAB 2.4 J Plus,TOYOTA HILUX REVO SMART CAB 2.4 J Plus,"",139,"2393.0000",2015,27,30,122,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","679000.0000","359000.0000",2021-12-20 00:00:00.000,"1ฒล 1306",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
762,TYH100008,8,SMART CAB 2.7 J Plus,TOYOTA HILUX REVO SMART CAB 2.7 J Plus,"",139,"2694.0000",2015,27,30,122,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","679000.0000","260000.0000",2021-06-04 00:00:00.000,"1ฒม 1571",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
763,TYH100009,9,SMART CAB 2.4 E,TOYOTA HILUX REVO SMART CAB 2.4 E,"",139,"2393.0000",2015,27,30,122,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","709000.0000","240000.0000",2022-11-28 00:00:00.000,"1ฒภ 5968",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
764,TYH100010,10,SMART CAB 2.4 G,TOYOTA HILUX REVO SMART CAB 2.4 G,"",139,"2393.0000",2015,27,30,122,34,125,79,109,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13800.0000","12800.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","755000.0000","280000.0000",2022-11-23 00:00:00.000,"1ฒน 7360",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
765,TYH100011,11,SMART CAB 2.4 J Plus PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.4 J Plus PRERUNNER,"",139,"2393.0000",2015,27,30,123,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","729000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
766,TYH100012,12,SMART CAB 2.4 E PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.4 E PRERUNNER,"",139,"2393.0000",2015,27,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14000.0000","13000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","765000.0000","330000.0000",2022-10-25 00:00:00.000,"1ฒพ 7307",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
767,TYH100013,13,SMART CAB 2.4 E AT PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.4 E AT PRERUNNER,"",139,"2393.0000",2015,28,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15000.0000","14000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","815000.0000","328000.0000",2022-10-25 00:00:00.000,"1ฒล 722",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
768,TYH100014,14,SMART CAB 2.7 E PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.7 E PRERUNNER,"",139,"2694.0000",2015,27,30,104,34,125,79,36,37,46,51,"80.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","765000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
769,TYH100015,15,SMART CAB 2.4 G PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.4 G PRERUNNER,"",139,"2393.0000",2015,27,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","815000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
770,TYH100016,16,SMART CAB 2.4 G AT PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.4 G AT PRERUNNER,"",139,"2393.0000",2015,28,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18000.0000","17000.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","865000.0000","408000.0000",2021-04-09 00:00:00.000,"1ฒย 8358",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
771,TYH100017,17,SMART CAB 2.8 G PRERUNNER,TOYOTA HILUX REVO SMART CAB 2.8 G PRERUNNER,"",139,"2755.0000",2015,27,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","859000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
772,TYH100018,18,SMART CAB 2.4 E 4x4,TOYOTA HILUX REVO SMART CAB 2.4 E 4x4,"",139,"2393.0000",2015,27,29,104,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","799000.0000","436000.0000",2022-11-29 00:00:00.000,"1ฒร 1169",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
773,TYH100019,19,SMART CAB 2.8 G 4x4,TOYOTA HILUX REVO SMART CAB 2.8 G 4x4,"",139,"2755.0000",2015,27,29,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","899000.0000","496000.0000",2022-02-25 00:00:00.000,"1ฒม 6160",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
774,TYHR00020,20,DOUBLE CAB 2.4 J Plus,TOYOTA HILUX REVO DOUBLE CAB 2.4 J Plus,"",139,"2393.0000",2015,27,30,122,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","725000.0000","340000.0000",2021-10-06 00:00:00.000,"4กผ 2934",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
775,TYHR00021,21,DOUBLE CAB 2.4 E,TOYOTA HILUX REVO DOUBLE CAB 2.4 E,"",139,"2393.0000",2015,27,30,122,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","795000.0000","290000.0000",2022-11-18 00:00:00.000,"4กอ 5594",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
776,TYHR00022,22,DOUBLE CAB 2.7 E,TOYOTA HILUX REVO DOUBLE CAB 2.7 E,"",139,"2694.0000",2015,27,30,122,34,125,79,36,37,46,51,"80.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","795000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
777,TYHR00023,23,DOUBLE CAB 2.4 J Plus PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 J Plus PRERUNNER,"",139,"2393.0000",2015,27,30,123,34,125,79,36,37,46,75,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","809000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
778,TYHR00024,24,DOUBLE CAB 2.4 E PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 E PRERUNNER,"",139,"2393.0000",2015,27,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","845000.0000","403000.0000",2021-09-30 00:00:00.000,"5กข 6648",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
779,TYHR00025,25,DOUBLE CAB 2.4 E AT PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 E AT PRERUNNER,"",139,"2393.0000",2015,28,30,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","895000.0000","440000.0000",2022-05-11 00:00:00.000,"4กภ 2387",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
780,TYHR00026,26,DOUBLE CAB 2.7 E AT PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.7 E AT PRERUNNER,"",139,"2694.0000",2015,28,30,123,34,125,79,36,0,46,51,"80.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","895000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
781,TYHR00027,27,DOUBLE CAB 2.4 G PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 G PRERUNNER,"",139,"2393.0000",2015,27,30,126,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","925000.0000","415000.0000",2021-06-29 00:00:00.000,"4กล 2896",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
782,TYHR00028,28,DOUBLE CAB 2.4 G AT PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 G AT PRERUNNER,"",139,"2393.0000",2015,28,30,126,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","969000.0000","420000.0000",2023-02-10 00:00:00.000,"4กถ 4274",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
783,TYHR00029,29,DOUBLE CAB 2.4 G Plus AT PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.4 G Plus AT PRERUNNER,"",139,"2393.0000",2015,28,30,126,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1009000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
784,TYHR00030,30,DOUBLE CAB 2.8 G AT PRERUNNER,TOYOTA HILUX REVO DOUBLE CAB 2.8 G AT PRERUNNER,"",139,"2755.0000",2015,28,30,126,34,125,106,109,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1099000.0000","450000.0000",2023-02-06 00:00:00.000,"4กอ 5920",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
785,TYHR00031,31,DOUBLE CAB 2.4 E 4x4,TOYOTA HILUX REVO DOUBLE CAB 2.4 E 4x4,"",139,"2393.0000",2015,27,29,123,34,125,79,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","899000.0000","419000.0000",2021-07-30 00:00:00.000,"5กข 9548",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
786,TYHR00032,32,DOUBLE CAB 2.8 G 4x4,TOYOTA HILUX REVO DOUBLE CAB 2.8 G 4x4,"",139,"2755.0000",2015,27,29,126,34,125,106,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1069000.0000","529000.0000",2022-05-03 00:00:00.000,"4กศ 2368",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
787,TYHR00033,33,DOUBLE CAB 2.8 G AT 4x4,TOYOTA HILUX REVO DOUBLE CAB 2.8 G AT 4x4,"",139,"2755.0000",2015,28,29,126,34,125,106,36,37,46,51,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21000.0000","19500.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1139000.0000","548000.0000",2023-02-10 00:00:00.000,ญร 9628,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
788,HI00400011,11,FG8JJLA,HINO 4x2 ชนิด 6 ล้อ FG8JJLA,"212 แรงม้า มาตรฐานไอเสีย ยูโร 3 , วิทยุ CD + MP3 และUSB , แอร์ เด็นโซ่",83,"7684.0000",2008,27,115,100,35,57,45,99,98,74,75,"200.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1770000.0000","1240000.0000",2021-06-08 00:00:00.000,"62 - 6994",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
789,ISHRF5000001,1,HR 2.5 VGS Z M/T,ISUZU CAB 4 HR 2.5 VGS Z M/T,"",140,"2499.0000",2014,27,30,61,34,95,79,36,38,46,51,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","825000.0000","378000.0000",2020-11-20 00:00:00.000,"4กด 4860",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
790,ISFXE00002,2,Cab-chassis 2.5,ISUZU D-MAX Spark Cab-chassis 2.5,"",128,"2499.0000",2014,27,30,100,35,95,45,36,37,0,75,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","480000.0000","236000.0000",2020-11-10 00:00:00.000,"1ฒน 2586",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
791,BEW212.00005,5,BlueTEC HYBRID Executive (CKD) OPTION  2015,MERCEDES BENZ E 300 BlueTEC HYBRID Executive (CKD) OPTION  2015,ประกอบในประเทศ,121,"2143.0000",2015,28,30,32,34,88,79,36,38,46,112,"80.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน = 3,790,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3790000.0000","800000.0000",2022-06-03 00:00:00.000,"5กข 6889",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
792,BEW212'00001,1,BlueTEC Executive (CBU),MERCEDES BENZ ML 250 BlueTEC Executive (CBU),"",141,"2143.0000",2013,28,29,32,34,52,79,36,37,46,112,"70.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","",(CBU) ประกอบนอกประเทศ,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","4640000.0000","1250000.0000",2020-12-15 00:00:00.000,"4กบ 5692",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
