"ClassTime_ID","DBCarClass_ID","Period_ID"
73045,758,80
73046,758,83
73047,758,82
73048,758,84
73049,758,85
73050,758,87
73051,758,86
73052,758,88
73053,758,102
73054,758,98
73055,758,99
73056,758,100
73057,758,101
73058,758,103
73059,758,106
73060,758,104
73061,758,105
73062,758,107
73063,758,1
73568,762,3
73569,762,5
73570,762,7
73571,762,9
73572,762,11
73573,762,13
73574,762,15
73575,762,17
73576,762,19
73577,762,21
73578,762,54
73579,762,55
73580,762,56
73581,762,57
73582,762,58
73583,762,59
73584,762,60
73585,762,62
73586,762,61
73587,762,63
73588,762,64
73589,762,65
73590,762,66
73591,762,67
73592,762,68
73593,762,69
73594,762,70
73595,762,71
73596,762,72
73597,762,73
73598,762,74
73599,762,75
73600,762,79
73601,762,77
73602,762,81
73603,762,76
73604,762,78
73605,762,80
73606,762,83
73607,762,82
73608,762,84
73609,762,85
73610,762,87
73611,762,86
73612,762,88
73613,762,102
73614,762,98
73615,762,99
73616,762,100
73617,762,101
73618,762,103
73619,762,106
73620,762,104
73621,762,105
73622,762,107
73623,762,1
73624,755,3
73625,755,5
73626,755,7
73627,755,9
73628,755,11
73629,755,13
73630,755,15
73631,755,17
73632,755,19
73633,755,21
73634,755,54
73635,755,55
73636,755,56
73637,755,57
73638,755,58
73639,755,59
73640,755,60
73641,755,62
73642,755,61
73643,755,63
73644,755,64
73645,755,65
73646,755,66
73647,755,67
73648,755,68
73649,755,69
73650,755,70
73651,755,71
73652,755,72
73653,755,73
73654,755,74
73655,755,75
73656,755,79
73657,755,77
73658,755,81
73659,755,76
73660,755,78
73661,755,80
73662,755,83
73663,755,82
73664,755,84
73665,755,85
73666,755,87
73667,755,86
73668,755,88
73669,755,102
73670,755,98
73671,755,99
73672,755,100
73673,755,101
73674,755,103
73675,755,106
73676,755,104
73677,755,105
73678,755,107
73679,755,1
73803,816,1
73804,816,3
73805,816,5
73806,816,9
73807,816,7
73808,816,11
73809,816,13
73810,816,19
73811,816,15
73812,816,17
73813,816,21
73814,816,22
73815,816,23
73816,816,24
73817,816,25
73818,816,26
73819,816,27
73820,816,29
73821,816,30
73822,816,31
73823,816,32
73824,816,33
73825,816,34
73826,816,35
73827,816,36
73828,816,37
73829,816,38
73830,816,39
73831,816,40
73832,816,41
73833,816,42
73834,816,43
73835,816,44
73836,816,45
73837,816,47
73838,816,46
73839,816,48
73840,816,49
73841,816,50
73842,816,51
73843,816,52
74049,809,1
74050,809,3
74051,809,5
74052,809,9
74053,809,11
74054,809,13
74055,809,15
74056,809,17
74057,809,19
74058,809,21
74059,809,22
74060,809,23
74061,809,24
74062,809,25
74063,809,26
74064,809,27
74065,809,45
74066,809,29
74067,809,30
74068,809,31
74069,809,34
74070,809,32
74071,809,33
74072,809,35
74073,809,36
74074,809,37
74075,809,38
74076,809,39
74077,809,40
74078,809,41
74079,809,42
74080,809,43
74081,809,44
74082,809,46
74083,809,47
74084,809,48
74085,809,49
74086,809,50
74087,809,51
74088,809,52
74089,809,7
74090,532,1
74091,532,3
74092,532,5
74093,532,9
74094,532,11
74095,532,13
74096,532,15
74097,532,17
74098,532,19
74099,532,21
74100,532,22
74101,532,23
74102,532,24
74103,532,25
74104,532,26
74105,532,27
74106,532,45
74107,532,29
74108,532,30
74109,532,31
74110,532,34
74111,532,32
74112,532,33
74113,532,35
74114,532,36
74115,532,37
74116,532,38
74117,532,39
74118,532,40
74119,532,41
74120,532,42
74121,532,43
74122,532,44
74123,532,46
74124,532,47
74125,532,48
74126,532,49
74127,532,50
74128,532,51
74129,532,52
74130,532,7
74140,186,1
74141,185,1
74142,344,1
74143,277,1
74144,184,1
74227,799,4
74228,799,7
74229,799,10
74230,799,13
74231,799,16
74232,799,19
74233,799,89
74234,799,55
74235,799,90
74236,799,58
74237,799,96
74238,799,61
74239,799,97
74240,799,64
74241,487,1
74242,487,3
74243,487,5
74244,487,7
74245,487,9
74246,487,11
74247,487,13
74248,487,15
74249,487,17
74250,487,19
74251,487,21
74252,487,22
74253,487,23
74254,487,24
74255,487,25
74256,487,26
74257,487,27
74258,487,29
74259,487,30
74260,487,31
74261,487,33
74262,487,32
74263,487,35
74264,487,34
74265,487,36
74266,487,37
74267,487,38
74268,487,39
74269,487,40
74270,487,41
74271,487,42
74272,487,43
74273,487,44
74274,487,45
74275,487,46
74276,487,47
74277,487,48
74278,487,50
74279,487,49
74280,487,51
74281,487,52
74282,487,100
74283,487,101
74284,487,102
74285,487,105
74286,487,107
74287,487,84
74288,487,85
74289,487,86
74290,487,112
74291,487,88
74292,487,87
74293,487,98
74294,487,99
74800,132,100
75001,512,84
75002,730,3
75003,730,5
75004,730,7
75005,730,9
75006,730,11
75007,730,13
75008,730,15
75009,730,17
75010,730,19
75011,730,21
75012,730,54
75013,730,55
75014,730,56
75015,730,57
75016,730,58
75017,730,59
75018,730,60
75019,730,61
75020,730,62
75021,730,63
75022,730,64
75023,730,65
75024,730,66
75025,730,67
75026,730,68
75027,730,69
75028,730,70
75029,730,71
75030,730,72
75031,730,73
75032,730,75
75033,730,74
75034,730,76
75035,730,77
75036,730,78
75037,730,79
75038,730,80
75039,730,81
75040,730,82
75041,730,83
75042,730,1
75043,454,3
75044,454,5
75045,454,7
75046,454,9
75047,454,11
75048,454,13
75049,454,15
75050,454,17
75051,454,19
75052,454,21
75053,454,54
75054,454,55
75055,454,56
75056,454,57
75057,454,58
75058,454,59
75059,454,60
75060,454,61
75061,454,62
75062,454,63
75063,454,64
75064,454,65
75065,454,66
75066,454,67
75067,454,68
75068,454,69
75069,454,70
75070,454,71
75071,454,72
75072,454,73
75073,454,75
75074,454,74
75075,454,76
75076,454,77
75077,454,78
75078,454,79
75079,454,80
75080,454,81
75081,454,82
75082,454,83
75083,454,1
75084,453,3
75085,453,5
75086,453,7
75087,453,9
75088,453,11
75089,453,13
75090,453,15
75091,453,17
75092,453,19
75093,453,21
75094,453,54
75095,453,55
75096,453,56
75097,453,57
75098,453,58
75099,453,59
75100,453,60
75101,453,61
75102,453,62
75103,453,63
75104,453,64
75105,453,65
75106,453,66
75107,453,67
75108,453,68
75109,453,69
75110,453,70
75111,453,71
75112,453,72
75113,453,73
75114,453,75
75115,453,74
75116,453,76
75117,453,77
75118,453,78
75119,453,79
75120,453,80
75121,453,81
75122,453,82
75123,453,83
75124,453,1
75125,876,3
75126,876,5
75127,876,7
75128,876,9
75129,876,11
75130,876,13
75131,876,15
75132,876,17
75133,876,19
75134,876,21
75135,876,54
75136,876,55
75137,876,56
75138,876,57
75139,876,58
75140,876,59
75141,876,60
75142,876,61
75143,876,62
75144,876,63
75145,876,64
75146,876,65
75147,876,66
75148,876,67
75149,876,68
75150,876,69
75151,876,70
75152,876,71
75153,876,72
75154,876,73
75155,876,75
75156,876,74
75157,876,76
75158,876,77
75159,876,78
75160,876,79
75161,876,80
75162,876,81
75163,876,82
75164,876,83
75165,876,1
75289,834,3
75290,834,5
75291,834,7
75292,834,9
75293,834,11
75294,834,13
75295,834,15
75296,834,17
75297,834,19
75298,834,21
75299,834,22
75300,834,23
75301,834,24
75302,834,25
75303,834,26
75304,834,27
75305,834,29
75306,834,30
75307,834,31
75308,834,32
75309,834,33
75310,834,34
75311,834,35
75312,834,36
75313,834,37
75314,834,38
75315,834,40
75316,834,39
75317,834,41
75318,834,42
75319,834,43
75320,834,44
75321,834,45
75322,834,46
75323,834,47
75324,834,48
75325,834,49
75326,834,50
75327,834,51
75328,834,52
75329,512,85
75330,512,86
75372,861,3
75373,861,5
75374,861,7
75375,861,9
75376,861,11
75377,861,13
75378,861,15
75379,861,17
75380,861,19
75381,861,21
75382,861,54
75383,861,55
75384,861,56
75385,861,57
75386,861,58
75387,861,59
75388,861,60
75389,861,62
75390,861,61
75391,861,63
75392,861,64
75393,861,65
75394,861,66
75395,861,67
75396,861,68
75397,861,69
75398,861,70
75399,861,71
75400,861,72
75401,861,73
75402,861,74
75403,861,75
75404,861,79
75405,861,77
75406,861,81
75407,861,76
75408,861,78
75409,861,80
75410,861,83
75411,861,82
75412,861,84
75413,861,85
75414,861,87
75415,861,86
75416,861,88
75417,861,102
75418,861,98
75419,861,99
75420,861,100
75421,861,101
75422,861,103
75423,861,106
75424,861,104
75425,861,105
75426,861,107
75427,861,1
75428,847,3
75429,847,5
75430,847,7
75431,847,9
75432,847,11
75433,847,13
75434,847,15
75435,847,17
75436,847,19
75437,847,21
75438,847,54
75439,847,55
75440,847,56
75441,847,57
75442,847,58
75443,847,59
75444,847,60
75445,847,62
75446,847,61
75447,847,63
75448,847,64
75449,847,65
75450,847,66
75451,847,67
75452,847,68
75453,847,69
75454,847,70
75455,847,71
75456,847,72
75457,847,73
75458,847,74
75459,847,75
75460,847,79
75461,847,77
75462,847,81
75463,847,76
75464,847,78
75465,847,80
75466,847,83
75467,847,82
75468,847,84
75469,847,85
75470,847,87
75471,847,86
75472,847,88
75473,847,102
75474,847,98
75475,847,99
75476,847,100
75477,847,101
75478,847,103
75479,847,106
75480,847,104
75481,847,105
75482,847,107
75483,847,1
75653,872,3
75654,872,5
75655,872,7
75656,872,9
75657,872,11
75658,872,13
75659,872,15
75660,872,17
75661,872,19
75662,872,21
75663,872,54
75664,872,55
75665,872,56
75666,872,57
75667,872,58
75668,872,59
75669,872,60
75670,872,62
75671,872,61
75672,872,63
75673,872,64
75674,872,65
75675,872,66
75676,872,67
75677,872,68
75678,872,69
75679,872,70
75680,872,71
75681,872,72
75682,872,73
75683,872,74
75684,872,75
75685,872,79
75686,872,77
75687,872,81
75688,872,76
75689,872,78
75690,872,80
75691,872,83
75692,872,82
75693,872,84
75694,872,85
75695,872,87
75696,872,86
75697,872,88
75698,872,102
75699,872,98
75700,872,99
75701,872,100
75702,872,101
75703,872,103
75704,872,106
75705,872,104
75706,872,105
75707,872,107
75708,872,1
75821,424,85
75863,825,1
75864,825,3
75865,825,5
75866,825,7
75867,825,9
75868,825,11
75869,825,13
75870,825,15
75871,825,17
75872,825,19
75873,825,21
75874,825,22
75875,825,23
75876,825,24
75877,825,25
75878,825,26
75879,825,27
75880,825,29
75881,825,30
75882,825,32
75883,825,31
75884,825,33
75885,825,34
75886,825,35
75887,825,36
75888,825,37
75889,825,38
75890,825,40
75891,825,39
75892,825,42
75893,825,41
75894,825,44
75895,825,43
75896,825,45
75897,825,46
75898,825,47
75899,825,49
75900,825,48
75901,825,50
75902,825,51
75903,825,52
76490,860,3
76491,860,5
76492,860,7
76493,860,9
76494,860,11
76495,860,13
76496,860,15
76497,860,17
76498,860,19
76499,860,21
76500,860,54
76501,860,55
76502,860,56
76503,860,57
76504,860,58
76505,860,59
76506,860,60
76507,860,62
76508,860,61
76509,860,63
76510,860,64
76511,860,65
76512,860,66
76513,860,67
76514,860,68
76515,860,69
76516,860,70
76517,860,71
76518,860,72
76519,860,73
76520,860,74
76521,860,75
76522,860,79
76523,860,77
76524,860,81
76525,860,76
76526,860,78
76527,860,80
76528,860,83
76529,860,82
76530,860,84
76531,860,85
76532,860,87
76533,860,86
76534,860,88
76535,860,102
76536,860,98
76537,860,99
76538,860,100
76539,860,101
76540,860,103
76541,860,106
76542,860,104
76543,860,105
76544,860,107
76545,860,1
76602,862,3
76603,862,5
76604,862,7
76605,862,9
76606,862,11
76607,862,13
76608,862,15
76609,862,17
76610,862,19
76611,862,21
76612,862,54
76613,862,55
76614,862,56
76615,862,57
76616,862,58
76617,862,59
76618,862,60
76619,862,62
76620,862,61
76621,862,63
76622,862,64
76623,862,65
76624,862,66
76625,862,67
76626,862,68
76627,862,69
76628,862,70
76629,862,71
76630,862,72
76631,862,73
76632,862,74
76633,862,75
76634,862,79
76635,862,77
76636,862,81
76637,862,76
76638,862,78
76639,862,80
76640,862,83
76641,862,82
76642,862,84
76643,862,85
76644,862,87
76645,862,86
76646,862,88
76647,862,102
76648,862,98
76649,862,99
76650,862,100
76651,862,101
76652,862,103
76653,862,106
76654,862,104
76655,862,105
76656,862,107
76657,862,1
76994,848,3
76995,848,5
76996,848,7
76997,848,9
76998,848,11
76999,848,13
77000,848,15
77001,848,17
77002,848,19
77003,848,21
77004,848,54
77005,848,55
77006,848,56
77007,848,57
77008,848,58
77009,848,59
77010,848,60
77011,848,62
77012,848,61
77013,848,63
77014,848,64
77015,848,65
77016,848,66
77017,848,67
77018,848,68
77019,848,69
77020,848,70
77021,848,71
77022,848,72
77023,848,73
77024,848,74
77025,848,75
77026,848,79
77027,848,77
77028,848,81
77029,848,76
77030,848,78
77031,848,80
77032,848,83
77033,848,82
77034,848,84
77035,848,85
77036,848,87
77037,848,86
77038,848,88
77039,848,102
77040,848,98
77041,848,99
77042,848,100
77043,848,101
77044,848,103
77045,848,106
77046,848,104
77047,848,105
77048,848,107
77049,848,1
77106,844,3
77107,844,5
77108,844,7
77109,844,9
77110,844,11
77111,844,13
77112,844,15
77113,844,17
77114,844,19
77115,844,21
77116,844,54
77117,844,55
77118,844,56
77119,844,57
77120,844,58
77121,844,59
77122,844,60
77123,844,62
77124,844,61
77125,844,63
77126,844,64
77127,844,65
77128,844,66
77129,844,67
77130,844,68
77131,844,69
77132,844,70
77133,844,71
77134,844,72
77135,844,73
77136,844,74
77137,844,75
77138,844,79
77139,844,77
77140,844,81
77141,844,76
77142,844,78
77143,844,80
77144,844,83
77145,844,82
77146,844,84
77147,844,85
77148,844,87
77149,844,86
77150,844,88
77151,844,102
77152,844,98
77153,844,99
77154,844,100
77155,844,101
77156,844,103
77157,844,106
77158,844,104
77159,844,105
77160,844,107
77161,844,1
77162,845,3
77163,845,5
77164,845,7
77165,845,9
77166,845,11
77167,845,13
77168,845,15
77169,845,17
77170,845,19
77171,845,21
77172,845,54
77173,845,55
77174,845,56
77175,845,57
77176,845,58
77177,845,59
77178,845,60
77179,845,62
77180,845,61
77181,845,63
77182,845,64
77183,845,65
77184,845,66
77185,845,67
77186,845,68
77187,845,69
77188,845,70
77189,845,71
77190,845,72
77191,845,73
77192,845,74
77193,845,75
77194,845,79
77195,845,77
77196,845,81
77197,845,76
77198,845,78
77199,845,80
77200,845,83
77201,845,82
77202,845,84
77203,845,85
77204,845,87
77205,845,86
77206,845,88
77207,845,102
77208,845,98
77209,845,99
77210,845,100
77211,845,101
77212,845,103
77213,845,106
77214,845,104
77215,845,105
77216,845,107
77217,845,1
77330,846,3
77331,846,5
77332,846,7
77333,846,9
77334,846,11
77335,846,13
77336,846,15
77337,846,17
77338,846,19
77339,846,21
77340,846,54
77341,846,55
77342,846,56
77343,846,57
77344,846,58
77345,846,59
77346,846,60
77347,846,62
77348,846,61
77349,846,63
77350,846,64
77351,846,65
77352,846,66
77353,846,67
77354,846,68
77355,846,69
77356,846,70
77357,846,71
77358,846,72
77359,846,73
77360,846,74
77361,846,75
77362,846,79
77363,846,77
77364,846,81
77365,846,76
77366,846,78
77367,846,80
77368,846,83
77369,846,82
77370,846,84
77371,846,85
77372,846,87
77373,846,86
77374,846,88
77375,846,102
77376,846,98
77377,846,99
77378,846,100
77379,846,101
77380,846,103
77381,846,106
77382,846,104
77383,846,105
77384,846,107
77385,846,1
77498,840,3
77499,840,5
77500,840,7
77501,840,9
77502,840,11
77503,840,13
77504,840,15
77505,840,17
77506,840,19
77507,840,21
77508,840,54
77509,840,55
77510,840,56
77511,840,57
77512,840,58
77513,840,59
77514,840,60
77515,840,62
77516,840,61
77517,840,63
77518,840,64
77519,840,65
77520,840,66
77521,840,67
77522,840,68
77523,840,69
77524,840,70
77525,840,71
77526,840,72
77527,840,73
77528,840,74
77529,840,75
77530,840,79
77531,840,77
77532,840,81
77533,840,76
77534,840,78
77535,840,80
77536,840,83
77537,840,82
77538,840,84
77539,840,85
77540,840,87
77541,840,86
77542,840,88
77543,840,102
77544,840,98
77545,840,99
77546,840,100
77547,840,101
77548,840,103
77549,840,106
77550,840,104
77551,840,105
77552,840,107
77553,840,1
77610,842,3
77611,842,5
77612,842,7
77613,842,9
77614,842,11
77615,842,13
77616,842,15
77617,842,17
77618,842,19
77619,842,21
77620,842,54
77621,842,55
77622,842,56
77623,842,57
77624,842,58
77625,842,59
77626,842,60
77627,842,62
77628,842,61
77629,842,63
77630,842,64
77631,842,65
77632,842,66
77633,842,67
77634,842,68
77635,842,69
77636,842,70
77637,842,71
77638,842,72
77639,842,73
77640,842,74
77641,842,75
77642,842,79
77643,842,77
77644,842,81
77645,842,76
77646,842,78
77647,842,80
77648,842,83
77649,842,82
77650,842,84
77651,842,85
77652,842,87
77653,842,86
77654,842,88
77655,842,102
77656,842,98
77657,842,99
77658,842,100
77659,842,101
77660,842,103
77661,842,106
77662,842,104
77663,842,105
77664,842,107
77665,842,1
77722,839,3
77723,839,5
77724,839,7
77725,839,9
77726,839,11
77727,839,13
77728,839,15
77729,839,17
77730,839,19
77731,839,21
77732,839,54
77733,839,55
77734,839,56
77735,839,57
77736,839,58
77737,839,59
77738,839,60
77739,839,62
77740,839,61
77741,839,63
77742,839,64
77743,839,65
77744,839,66
77745,839,67
77746,839,68
77747,839,69
77748,839,70
77749,839,71
77750,839,72
77751,839,73
77752,839,74
77753,839,75
77754,839,79
77755,839,77
77756,839,81
77757,839,76
77758,839,78
77759,839,80
77760,839,83
77761,839,82
77762,839,84
77763,839,85
77764,839,87
77765,839,86
77766,839,88
77767,839,102
77768,839,98
77769,839,99
77770,839,100
77771,839,101
77772,839,103
77773,839,106
77774,839,104
77775,839,105
77776,839,107
77777,839,1
77890,512,87
78054,433,86
78056,512,98
78139,880,3
78140,880,5
78141,880,7
78142,880,9
78143,880,11
78144,880,13
78145,880,15
78146,880,17
78147,880,19
78148,880,21
78149,880,54
78150,880,55
78151,880,56
78152,880,57
78153,880,58
78154,880,59
78155,880,60
78156,880,61
78157,880,62
78158,880,63
78159,880,64
78160,880,65
78161,880,66
78162,880,67
78163,880,68
78164,880,69
78165,880,70
78166,880,71
78167,880,72
78168,880,73
78169,880,75
78170,880,74
78171,880,76
78172,880,77
78173,880,78
78174,880,79
78175,880,80
78176,880,81
78177,880,82
78178,880,83
78219,424,87
78222,512,100
78549,892,3
78550,892,5
78551,892,7
78552,892,9
78553,892,11
78554,892,13
78555,892,15
78556,892,17
78557,892,19
78558,892,21
78559,892,22
78560,892,23
78561,892,24
78562,892,25
78563,892,26
78564,892,27
78565,892,29
78566,892,30
78567,892,31
78568,892,32
78569,892,33
78570,892,34
78571,892,35
78572,892,36
78573,892,37
78574,892,38
78575,892,40
78576,892,39
78577,892,41
78578,892,42
78579,892,43
78580,892,44
78581,892,45
78582,892,46
78583,892,47
78584,892,48
78585,892,49
78586,892,50
78587,892,51
78588,892,52
78875,911,3
78876,911,5
78877,911,7
78878,911,9
78879,911,11
78880,911,13
78881,911,15
78882,911,17
78883,911,19
78884,911,21
78885,911,22
78886,911,23
78887,911,24
78888,911,25
78889,911,26
78890,911,27
78891,911,29
78892,911,30
78893,911,31
78894,911,32
78895,911,33
78896,911,34
78897,911,35
78898,911,36
78899,911,37
78900,911,38
78901,911,40
78902,911,39
78903,911,41
78904,911,42
78905,911,43
78906,911,44
78907,911,45
78908,911,46
78909,911,47
78910,911,48
78911,911,49
78912,911,50
78913,911,51
78914,911,52
78995,424,98
78996,512,101
78998,712,1
78999,902,7
79000,902,10
79001,902,4
79002,902,2
79003,902,5
79004,902,8
79005,902,11
79006,902,14
79007,902,17
79008,902,20
79009,902,54
79010,902,116
79011,902,117
79012,902,60
79013,902,118
79014,902,57
79015,902,63
79016,902,119
79017,902,66
79018,902,92
79019,902,69
79020,902,120
79021,902,72
79022,902,121
79023,902,75
79024,902,122
79025,902,78
79026,902,123
79027,902,81
79028,902,124
79029,889,3
79030,889,5
79031,889,7
79032,889,9
79033,889,11
79034,889,13
79035,889,15
79036,889,17
79037,889,19
79038,889,21
79039,889,22
79040,889,23
79041,889,24
79042,889,25
79043,889,26
79044,889,27
79045,889,29
79046,889,30
79047,889,31
79048,889,32
79049,889,33
79050,889,34
79051,889,35
79052,889,36
79053,889,37
79054,889,38
79055,889,39
79056,889,40
79057,889,41
79058,889,42
79059,889,43
79060,889,44
79061,889,45
79062,889,46
79063,889,47
79064,889,48
79065,889,49
79066,889,50
79067,889,51
79068,889,52
79069,667,1
79070,667,3
79071,667,5
79072,667,9
79073,667,7
79074,667,11
79075,667,13
79076,667,19
79077,667,15
79078,667,17
79079,667,21
79080,667,22
79081,667,23
79082,667,24
79083,667,25
79084,667,26
79085,667,27
79086,667,29
79087,667,30
79088,667,31
79089,667,32
79090,667,33
79091,667,34
79092,667,35
79093,667,36
79094,667,37
79095,667,38
79096,667,39
79097,667,40
79098,667,41
79099,667,42
79100,667,43
79101,667,44
79102,667,45
79103,667,47
79104,667,46
79105,667,48
79106,667,49
79107,667,50
79108,667,51
79109,667,52
79110,35,1
79111,35,3
79112,35,5
79113,35,9
79114,35,7
79115,35,11
79116,35,13
79117,35,19
79118,35,15
79119,35,17
79120,35,21
79121,35,22
79122,35,23
79123,35,24
79124,35,25
79125,35,26
79126,35,27
79127,35,29
79128,35,30
79129,35,31
79130,35,32
79131,35,33
79132,35,34
79133,35,35
79134,35,36
79135,35,37
79136,35,38
79137,35,39
79138,35,40
79139,35,41
79140,35,42
79141,35,43
79142,35,44
79143,35,45
79144,35,47
79145,35,46
79146,35,48
79147,35,49
79148,35,50
79149,35,51
79150,35,52
79192,205,1
79193,205,3
79194,205,5
79195,205,9
79196,205,7
79197,205,11
79198,205,13
79199,205,19
79200,205,15
79201,205,17
79202,205,21
79203,205,22
79204,205,23
79205,205,24
79206,205,25
79207,205,26
79208,205,27
79209,205,29
79210,205,30
79211,205,31
79212,205,32
79213,205,33
79214,205,34
79215,205,35
79216,205,36
79217,205,37
79218,205,38
79219,205,39
79220,205,40
79221,205,41
79222,205,42
79223,205,43
79224,205,44
79225,205,45
79226,205,47
79227,205,46
79228,205,48
79229,205,49
79230,205,50
79231,205,51
79232,205,52
79233,204,1
79234,204,3
79235,204,5
79236,204,9
79237,204,7
79238,204,11
79239,204,13
79240,204,19
79241,204,15
79242,204,17
79243,204,21
79244,204,22
79245,204,23
79246,204,24
79247,204,25
79248,204,26
79249,204,27
79250,204,29
79251,204,30
79252,204,31
79253,204,32
79254,204,33
79255,204,34
79256,204,35
79257,204,36
79258,204,37
79259,204,38
79260,204,39
79261,204,40
79262,204,41
79263,204,42
79264,204,43
79265,204,44
79266,204,45
79267,204,47
79268,204,46
79269,204,48
79270,204,49
79271,204,50
79272,204,51
79273,204,52
79315,668,1
79316,668,3
79317,668,5
79318,668,9
79319,668,7
79320,668,11
79321,668,13
79322,668,19
79323,668,15
79324,668,17
79325,668,21
79326,668,22
79327,668,23
79328,668,24
79329,668,25
79330,668,26
79331,668,27
79332,668,29
79333,668,30
79334,668,31
79335,668,32
79336,668,33
79337,668,34
79338,668,35
79339,668,36
79340,668,37
79341,668,38
79342,668,39
79343,668,40
79344,668,41
79345,668,42
79346,668,43
79347,668,44
79348,668,45
79349,668,47
79350,668,46
79351,668,48
79352,668,49
79353,668,50
79354,668,51
79355,668,52
79356,550,1
79357,550,3
79358,550,5
79359,550,9
79360,550,7
79361,550,11
79362,550,13
79363,550,19
79364,550,15
79365,550,17
79366,550,21
79367,550,22
79368,550,23
79369,550,24
79370,550,25
79371,550,26
79372,550,27
79373,550,29
79374,550,30
79375,550,31
79376,550,32
79377,550,33
79378,550,34
79379,550,35
79380,550,36
79381,550,37
79382,550,38
79383,550,39
79384,550,40
79385,550,41
79386,550,42
79387,550,43
79388,550,44
79389,550,45
79390,550,47
79391,550,46
79392,550,48
79393,550,49
79394,550,50
79395,550,51
79396,550,52
79397,206,1
79398,206,3
79399,206,5
79400,206,9
79401,206,7
79402,206,11
79403,206,13
79404,206,19
79405,206,15
79406,206,17
79407,206,21
79408,206,22
79409,206,23
79410,206,24
79411,206,25
79412,206,26
79413,206,27
79414,206,29
79415,206,30
79416,206,31
79417,206,32
79418,206,33
79419,206,34
79420,206,35
79421,206,36
79422,206,37
79423,206,38
79424,206,39
79425,206,40
79426,206,41
79427,206,42
79428,206,43
79429,206,44
79430,206,45
79431,206,47
79432,206,46
79433,206,48
79434,206,49
79435,206,50
79436,206,51
79437,206,52
79438,352,1
79439,352,3
79440,352,5
79441,352,9
79442,352,7
79443,352,11
79444,352,13
79445,352,19
79446,352,15
79447,352,17
79448,352,21
79449,352,22
79450,352,23
79451,352,24
79452,352,25
79453,352,26
79454,352,27
79455,352,29
79456,352,30
79457,352,31
79458,352,32
79459,352,33
79460,352,34
79461,352,35
79462,352,36
79463,352,37
79464,352,38
79465,352,39
79466,352,40
79467,352,41
79468,352,42
79469,352,43
79470,352,44
79471,352,45
79472,352,47
79473,352,46
79474,352,48
79475,352,49
79476,352,50
79477,352,51
79478,352,52
79520,354,1
79521,354,3
79522,354,5
79523,354,9
79524,354,7
79525,354,11
79526,354,13
79527,354,19
79528,354,15
79529,354,17
79530,354,21
79531,354,22
79532,354,23
79533,354,24
79534,354,25
79535,354,26
79536,354,27
79537,354,29
79538,354,30
79539,354,31
79540,354,32
79541,354,33
79542,354,34
79543,354,35
79544,354,36
79545,354,37
79546,354,38
79547,354,39
79548,354,40
79549,354,41
79550,354,42
79551,354,43
79552,354,44
79553,354,45
79554,354,47
79555,354,46
79556,354,48
79557,354,49
79558,354,50
79559,354,51
79560,354,52
79602,640,1
79603,640,3
79604,640,5
79605,640,9
79606,640,11
79607,640,13
79608,640,15
79609,640,17
79610,640,19
79611,640,21
79612,640,22
79613,640,23
79614,640,24
79615,640,25
79616,640,26
79617,640,27
79618,640,45
79619,640,29
79620,640,30
79621,640,31
79622,640,34
79623,640,32
79624,640,33
79625,640,35
79626,640,36
79627,640,37
79628,640,38
79629,640,39
79630,640,40
79631,640,41
79632,640,42
79633,640,43
79634,640,44
79635,640,46
79636,640,47
79637,640,48
79638,640,49
79639,640,50
79640,640,51
79641,640,52
79642,640,7
79643,511,1
79644,511,3
79645,511,5
79646,511,9
79647,511,11
79648,511,13
79649,511,15
79650,511,17
79651,511,19
79652,511,21
79653,511,22
79654,511,23
79655,511,24
79656,511,25
79657,511,26
79658,511,27
79659,511,45
79660,511,29
79661,511,30
79662,511,31
79663,511,34
79664,511,32
79665,511,33
79666,511,35
79667,511,36
79668,511,37
79669,511,38
79670,511,39
79671,511,40
79672,511,41
79673,511,42
79674,511,43
79675,511,44
79676,511,46
79677,511,47
79678,511,48
79679,511,49
79680,511,50
79681,511,51
79682,511,52
79683,511,7
79684,625,1
79685,625,3
79686,625,5
79687,625,9
79688,625,11
79689,625,13
79690,625,15
79691,625,17
79692,625,19
79693,625,21
79694,625,22
79695,625,23
79696,625,24
79697,625,25
79698,625,26
79699,625,27
79700,625,45
79701,625,29
79702,625,30
79703,625,31
79704,625,34
79705,625,32
79706,625,33
79707,625,35
79708,625,36
79709,625,37
79710,625,38
79711,625,39
79712,625,40
79713,625,41
79714,625,42
79715,625,43
79716,625,44
79717,625,46
79718,625,47
79719,625,48
79720,625,49
79721,625,50
79722,625,51
79723,625,52
79724,625,7
79725,717,1
79726,717,3
79727,717,5
79728,717,9
79729,717,7
79730,717,11
79731,717,13
79732,717,19
79733,717,15
79734,717,17
79735,717,21
79736,717,22
79737,717,23
79738,717,24
79739,717,25
79740,717,26
79741,717,27
79742,717,29
79743,717,30
79744,717,31
79745,717,32
79746,717,33
79747,717,34
79748,717,35
79749,717,36
79750,717,37
79751,717,38
79752,717,39
79753,717,40
79754,717,41
79755,717,42
79756,717,43
79757,717,44
79758,717,45
79759,717,47
79760,717,46
79761,717,48
79762,717,49
79763,717,50
79764,717,51
79765,717,52
79766,716,1
79767,716,3
79768,716,5
79769,716,9
79770,716,7
79771,716,11
79772,716,13
79773,716,19
79774,716,15
79775,716,17
79776,716,21
79777,716,22
79778,716,23
79779,716,24
79780,716,25
79781,716,26
